base_word,rhyme_candidate,score
lit,literałach,0
liw,dziw,1
liw,iw,1
liw,luminarskimi,0
liw,lubickiemu,0
liz,lis,1
liz,bis,1
liz,lakiernictwu,0
liz,lizingowane,0
liż,ciż,1
liż,iż,1
liż,listkowaniom,0
liż,linkrustę,0
lnu,bu,1
lnu,bzu,1
lnu,luteinizowałbym,0
lnu,linczujemy,0
lny,by,1
lny,bzy,1
lny,lunatyzmie,0
lny,lum,0
lob,bob,1
lob,cop,1
lob,lampartujące,0
lob,litometeorom,0
log,lok,1
log,blog,1
log,loopa,0
log,lancknechtom,0
lok,blog,1
lok,blok,1
lok,laskonogie,0
lok,libańską,0
lol,dol,1
lol,gol,1
lol,lazłabyś,0
lol,lakowaniom,0
lor,bor,1
lor,for,1
lor,loretański,0
lor,luksemburka,0
los,cios,1
los,Dos,1
los,lobotomie,0
los,lufowym,0
lot,gniot,1
lot,got,1
lot,lakujemy,0
lot,lucyferycznej,0
lód,lud,1
lód,bród,1
lód,leniwsza,0
lód,licówce,0
lóż,burz,1
lóż,cóż,1
lóż,letniacy,0
lóż,lulecznicy,0
lub,lup,1
lub,bób,1
lub,laserowych,0
lub,licującemu,0
lud,lód,1
lud,bród,1
lud,lakkadiwskiemu,0
lud,ludożercze,0
luf,kuf,1
luf,muf,1
luf,licz,0
luf,lobbowanej,0
luj,bój,1
luj,czuj,1
luj,lapidarniejsze,0
luj,lane,0
luk,bóg,1
luk,bruk,1
luk,labradorskim,0
luk,lakierniczego,0
lum,bum,1
lum,Chnum,1
lum,ludikowsku,0
lum,latajmyż,0
lun,Brun,1
lun,ćpun,1
lun,lotnisko,0
lun,liścionogu,0
luń,guń,1
luń,ruń,1
luń,liotropowym,0
luń,lewarowałeś,0
lup,lub,1
lup,bób,1
lup,lekkonośni,0
lup,lansadom,0
lur,biur,1
lur,bór,1
lur,lumpowi,0
lur,lubaszany,0
lut,lód,1
lut,lud,1
lut,labelingach,0
lut,liturgistą,0
lux,doux,1
lux,beaux,1
lux,liźnijcież,0
lux,lodownikom,0
luz,bluz,1
luz,brzóz,1
luz,leksykalizację,0
luz,liczydłom,0
lwa,a,1
lwa,ba,1
lwa,lewantyńskich,0
lwa,listopadowe,0
lwi,brwi,1
lwi,brzmi,1
lwi,lipuria,0
lwi,ludobójstwem,0
lwu,bu,1
lwu,bzu,1
lwu,leniwszy,0
lwu,lichwiarstwach,0
lwy,by,1
lwy,bzy,1
lwy,legitymizacjom,0
lwy,lakrymatory,0
lżą,ą,1
lżą,brzmią,1
lżą,lęborczance,0
lżą,literków,0
lżę,brnę,1
lżę,brzmię,1
lżę,litowców,0
lżę,lamaickiemu,0
lży,by,1
lży,bzy,1
lży,lirogonie,0
lży,lustryną,0
laba,baba,1
laba,draba,1
laba,lumbalizację,0
laba,latałoby,0
labą,babą,1
labą,sztabą,1
labą,lekuśkiemu,0
labą,leniwcach,0
labe,Abe,1
labe,rabe,1
labe,lewostronny,0
labe,liczygroszami,0
labę,babę,1
labę,żabę,1
labę,lambdacyzmom,0
labę,lodującą,0
labo,abo,1
labo,babo,1
labo,lubieżniejszej,0
labo,lizesce,0
laby,aby,1
laby,baby,1
laby,limnografami,0
laby,litoralnym,0
lace,face,1
lace,grace,1
lace,locją,0
lace,lęgach,0
lach,ach,1
lach,bach,1
lach,leksykalni,0
lach,legującemu,0
lada,Ada,1
lada,bada,1
lada,liniskach,0
lada,laserówko,0
ladą,bladą,1
ladą,radą,1
ladą,leukotomij,0
ladą,letargizujący,0
ladę,radę,1
ladę,szpadę,1
ladę,limonity,0
ladę,lewicowością,0
lado,blado,1
lado,rado,1
lado,logopatologa,0
lado,lutniczą,0
lady,Ady,1
lady,blady,1
lady,liznęłybyście,0
lady,lamówkom,0
lafa,grafa,1
lafa,szafa,1
lafa,linczuj,0
lafa,liasowej,0
lafą,alfą,1
lafą,szarfą,1
lafą,legar,0
lafą,lopolitom,0
lafę,szafę,1
lafę,alfę,1
lafę,lokowałabym,0
lafę,lingwafonom,0
lafo,Safo,1
lafo,ano,1
lafo,laberdanów,0
lafo,listwujmyż,0
lafy,grafy,1
lafy,rafy,1
lafy,lozankom,0
lafy,ledziutka,0
laga,aga,1
laga,blaga,1
laga,legniccy,0
laga,lekki,0
lagą,blagą,1
lagą,nagłą,1
lagą,lordozo,0
lagą,licowałyśmy,0
lagę,flagę,1
lagę,Pragę,1
lagę,longinusem,0
lagę,leczyliśmy,0
lagi,blagi,1
lagi,dragi,1
lagi,lizbończyk,0
lagi,legacjom,0
lago,nago,1
lago,jago,1
lago,lubelski,0
lago,lirek,0
laik,balik,1
laik,grafik,1
laik,latencje,0
laik,listnieniami,0
lais,mais,1
lais,apis,1
lais,lejowy,0
lais,laparoskopowemu,0
lajn,kombajn,1
lajn,an,1
lajn,liftingowymi,0
lajn,lewellerami,0
laka,haka,1
laka,ptaka,1
laka,leniowatej,0
laka,luksosekundach,0
laką,taką,1
laką,jaką,1
laką,liczebnemu,0
laką,lutówkę,0
lakę,pakę,1
lakę,takę,1
lakę,liryzującym,0
lakę,lufki,0
laki,draki,1
laki,flaki,1
laki,lamelowaniom,0
laki,luftowano,0
lako,czako,1
lako,tako,1
lako,lewarujesz,0
lako,lamentującym,0
laku,baku,1
laku,braku,1
laku,lancknechtów,0
laku,lasowiacki,0
lala,ala,1
lala,bala,1
lala,lornetowała,0
lala,luminą,0
lalą,chwalą,1
lalą,dalą,1
lalą,lizałybyście,0
lalą,lordozie,0
lale,ale,1
lale,bale,1
lale,lulam,0
lale,lisowych,0
lalę,chwalę,1
lalę,falę,1
lalę,lukajmyż,0
lalę,lutnistkę,0
lali,Ali,1
lali,bali,1
lali,leukodermą,0
lali,losowe,0
lalu,balu,1
lalu,calu,1
lalu,luteraninie,0
lalu,linomagach,0
lała,bała,1
lała,brała,1
lała,latynizuje,0
lała,lakmusowa,0
lało,brało,1
lało,cało,1
lało,laktobakcylinie,0
lało,lichwiarskiej,0
lały,bały,1
lały,brały,1
lały,lenniczej,0
lały,leptosomowi,0
lama,brama,1
lama,chama,1
lama,lokantowi,0
lama,listowałbym,0
lamą,bramą,1
lamą,damą,1
lamą,liofilizowały,0
lamą,litro,0
lamę,bramę,1
lamę,damę,1
lamę,licującymi,0
lamę,laicką,0
lamn,an,1
lamn,ban,1
lamn,lubański,0
lamn,licencjobiorcę,0
lamo,damo,1
lamo,mamo,1
lamo,luminoforami,0
lamo,luźniutkich,0
lamp,jamb,1
lamp,ramp,1
lamp,lizusowskiemu,0
lamp,lampartem,0
lamy,Amy,1
lamy,bramy,1
lamy,lśniącym,0
lamy,luminofarbę,0
lana,ana,1
lana,cwana,1
lana,lichtarzami,0
lana,linofilmami,0
laną,daną,1
laną,graną,1
laną,lastricami,0
laną,lobeliną,0
lanc,blanc,1
lanc,ganc,1
lanc,legowana,0
lanc,lanciom,0
land,and,1
land,band,1
land,lalkami,0
land,laserowa,0
lane,brane,1
lane,cwane,1
lane,literową,0
lane,laskonogą,0
lani,ani,1
lani,bani,1
lani,lombardem,0
lani,lotosowym,0
lano,ano,1
lano,brano,1
lano,leszczynowatego,0
lano,laufrowałyby,0
lans,ans,1
lans,dans,1
lans,lewarowanej,0
lans,lunitom,0
lany,chciany,1
lany,cwany,1
lany,lukrową,0
lany,lawinowi,0
lara,cara,1
lara,chmara,1
lara,ligom,0
lara,luminale,0
larg,bark,1
larg,dark,1
larg,lacedemoński,0
larg,limfografij,0
lari,Hari,1
lari,Capri,1
lari,logomachij,0
lari,luminista,0
larw,barw,1
larw,baw,1
larw,luminofarbom,0
larw,legendarnym,0
lary,bary,1
lary,cary,1
lary,litografowanemu,0
lary,liściopędy,0
lasa,asa,1
lasa,basa,1
lasa,lalusi,0
lasa,likwidaturę,0
lasą,kasą,1
lasą,klasą,1
lasą,lobowałem,0
lasą,lipoidy,0
lasę,kasę,1
lasę,klasę,1
lasę,lazanię,0
lasę,liźnijmyż,0
laso,kraso,1
laso,lasso,1
laso,liliowato,0
laso,ludki,0
lass,mass,1
lass,pass,1
lass,liposomów,0
lass,lepto,0
lasu,basu,1
lasu,czasu,1
lasu,likwidowałyby,0
lasu,literniczek,0
lasy,basy,1
lasy,czasy,1
lasy,lichutkimi,0
lasy,lizawkami,0
lata,bata,1
lata,brata,1
lata,lapisujące,0
lata,lewarujcież,0
lato,kato,1
lato,NATO,1
lato,ludwisarzami,0
lato,leukocytem,0
latu,blatu,1
latu,bratu,1
latu,lupulony,0
latu,lodziarki,0
laty,baty,1
laty,braty,1
laty,labelingowi,0
laty,lubowidzanach,0
laud,aut,1
laud,faut,1
laud,luknęłyśmy,0
laud,lar,0
laur,lazur,1
laur,mazur,1
laur,landtagowi,0
laur,luzowałam,0
lawa,brawa,1
lawa,kawa,1
lawa,licytowanemu,0
lawa,lingwiście,0
lawą,kawą,1
lawą,krwawą,1
lawą,litoorganicznej,0
lawą,licytującej,0
lawę,kawę,1
lawę,nawę,1
lawę,liliowobłękitną,0
lawę,lorce,0
lawo,brawo,1
lawo,klawo,1
lawo,latarkowym,0
lawo,lesonii,0
lawy,kawy,1
lawy,klawy,1
lawy,lipna,0
lawy,lekkozbrojnym,0
lazę,fazę,1
lazę,wazę,1
lazę,leukom,0
lazę,legitymie,0
lazł,zlazł,1
lazł,darł,1
lazł,licytatorze,0
lazł,leprechaunowi,0
lądu,prądu,1
lądu,rządu,1
lądu,lądowiskom,0
lądu,loranie,0
lądy,prądy,1
lądy,rządy,1
lądy,lydditów,0
lądy,leptoidów,0
lągł,trząsł,1
lągł,wsiąkł,1
lągł,lucyperka,0
lągł,litografiko,0
lead,beat,1
lead,dead,1
lead,latoperzami,0
lead,lametom,0
lecą,wlecą,1
lecą,zlecą,1
lecą,lewarowania,0
lecą,luxem,0
lecę,hecę,1
lecę,świecę,1
lecę,limakiem,0
lecę,libertowana,0
leci,dzieci,1
leci,Grecji,1
leci,lichwiarze,0
leci,lokalowymi,0
lecz,becz,1
lecz,ciecz,1
lecz,lauda,0
lecz,liku,0
lega,mega,1
lega,biega,1
lega,lipieńskiego,0
lega,lękliwości,0
legą,cegłą,1
legą,strzegą,1
legą,labiedzącej,0
legą,liskowskiej,0
legę,cegłę,1
legę,strzegę,1
legę,laminowaniach,0
legę,lakierko,0
legi,brzegi,1
legi,ściegi,1
legi,litologiom,0
legi,loretko,0
legł,strzegł,1
legł,rzekł,1
legł,lizusowalibyśmy,0
legł,lastrico,0
lego,cnego,1
lego,czego,1
lego,lastrykarstw,0
lego,laburzystach,0
leic,dziedzic,1
leic,dziewic,1
leic,lapowanie,0
leic,lustrujecie,0
leiw,przeciw,1
leiw,sprzeciw,1
leiw,lontówkami,0
leiw,lichtowana,0
leja,deja,1
leja,heja,1
leja,liderującym,0
leja,luteinizują,0
leją,chleją,1
leją,dzieją,1
leją,luksemburskiego,0
leją,listwie,0
lejb,cep,1
lejb,chleb,1
lejb,lendlerowy,0
lejb,laskonogim,0
lejc,biec,1
lejc,hec,1
lejc,leukotomię,0
lejc,lechity,0
leje,dzieje,1
leje,grzeje,1
leje,lubrykantem,0
leje,listwowałaś,0
leję,dzieję,1
leję,grzeję,1
leję,litowaniem,0
leję,limbusowi,0
lejo,serio,1
lejo,tertio,1
lejo,lamaicku,0
lejo,lustrzankom,0
leju,kleju,1
leju,siedmiu,1
leju,listkowania,0
leju,laterytom,0
leka,czeka,1
leka,greka,1
leka,linneitem,0
leka,ludikowskimi,0
leki,czeki,1
leki,rzeki,1
leki,lotniarzowi,0
leki,lędzinianom,0
leku,beku,1
leku,breku,1
leku,lichtarzowa,0
leku,lituanizujemy,0
leli,celi,1
leli,chcieli,1
leli,leksykologów,0
leli,lublanko,0
lemm,bzem,1
lemm,dnem,1
lemm,lamówek,0
lemm,lasztach,0
leni,ceni,1
leni,cieni,1
leni,ladacznymi,0
leni,leitmotiwie,0
lenn,ben,1
lenn,cen,1
lenn,litotrypsjami,0
lenn,lambretto,0
lent,cent,1
lent,end,1
lent,lezgińskich,0
lent,luftowania,0
lepi,kepi,1
lepi,szczepi,1
lepi,lucyferycznej,0
lepi,lodowaciałyśmy,0
lepr,Cher,1
lepr,der,1
lepr,laponoidalne,0
lepr,lobektomię,0
lept,szept,1
lept,adept,1
lept,lipczankami,0
lept,limitowałbym,0
lepu,sklepu,1
lepu,stepu,1
lepu,lais,0
lepu,lukało,0
lepy,cepy,1
lepy,krzepy,1
lepy,lizusostwach,0
lepy,lęgowego,0
lesb,cep,1
lesb,chleb,1
lesb,lękliwsza,0
lesb,latycie,0
less,dress,1
less,fitness,1
less,listowa,0
less,latynizacji,0
lesz,bresz,1
lesz,brniesz,1
lesz,libertację,0
lesz,logarytmicznymi,0
lewa,chlewa,1
lewa,drzewa,1
lewa,litologie,0
lewa,lingwizmie,0
lewą,Ewą,1
lewą,przerwą,1
lewą,lutowiami,0
lewą,latopisarstwie,0
lewe,Steve,1
lewe,czerstwe,1
lewe,laicyzacyjnego,0
lewe,linorytów,0
lewę,Ewę,1
lewę,mewę,1
lewę,lulkach,0
lewę,leśnicze,0
lewi,krzewi,1
lewi,cerkwi,1
lewi,liryczniejszym,0
lewi,lampieniom,0
lewo,drzewo,1
lewo,dziewo,1
lewo,lokówki,0
lewo,ludycznościach,0
lewy,Ewy,1
lewy,krzewy,1
lewy,listujcie,0
lewy,lodowaciało,0
lezą,niezłą,1
lezą,bredzą,1
lezą,lajek,0
lezą,lubomierzan,0
lezę,wlezę,1
lezę,celę,1
lezę,liczykrupstwa,0
lezę,laurowatej,0
leźć,naleźć,1
leźć,znaleźć,1
leźć,londyńska,0
leźć,lizbońskimi,0
leża,dzieża,1
leża,scherza,1
leża,lublińczanka,0
leża,lotosowymi,0
leżą,szczerzą,1
leżą,jeżą,1
leżą,librewilka,0
leżą,licealistek,0
leże,cerze,1
leże,erze,1
leże,leszczyn,0
leże,logowanej,0
leżę,mierzę,1
leżę,pierzę,1
leżę,lubiłbym,0
leżę,lamowałyście,0
leżo,scherzo,1
leżo,świeżo,1
leżo,liniuj,0
leżo,lutropina,0
leżu,perzu,1
leżu,pierzu,1
leżu,limnologowi,0
leżu,laryngotomia,0
leży,szczerzy,1
leży,szerzy,1
leży,lyddity,0
leży,liwiany,0
lęgi,cięgi,1
lęgi,kręgi,1
lęgi,logizowałoby,0
lęgi,laikatem,0
lęgł,zł,1
lęgł,luperkalii,0
lęgł,lobowały,0
lęgu,kręgu,1
lęgu,błędu,1
lęgu,licytantkę,0
lęgu,landszaftowemu,0
lęka,klęka,1
lęka,nęka,1
lęka,lumenach,0
lęka,lapisującymi,0
lęki,dzięki,1
lęki,kwęki,1
lęki,lakiernictwami,0
lęki,lamaizmów,0
lęku,brzęku,1
lęku,łęku,1
lęku,leggero,0
lęku,limonitach,0
lgną,ą,1
lgną,brzmią,1
lgną,lepszościom,0
lgną,lukaliby,0
lgnę,brnę,1
lgnę,brzmię,1
lgnę,lilijkach,0
lgnę,leniuchów,0
lian,an,1
lian,ban,1
lian,liczbowałaś,0
lian,liofilizatorze,0
lias,as,1
lias,bas,1
lias,legalizujące,0
lias,latakijskich,0
liaz,as,1
liaz,bas,1
liaz,lokalność,0
liaz,lanckoronianka,0
libr,ćwir,1
libr,lir,1
libr,leszowałem,0
libr,luandzcy,0
lica,lwica,1
lica,circa,1
lica,litowcach,0
lica,lola,0
lice,ICE,1
lice,lwice,1
lice,lampowym,0
lice,licytantowi,0
lich,ich,1
lich,kich,1
lich,lirowata,0
lich,luzowaliśmy,0
lici,kici,1
lici,wici,1
lici,lodżie,0
lici,lubaczowskiemu,0
lico,bito,1
lico,chwilo,1
lico,liczebnikowo,0
lico,linotypom,0
licu,szkicu,1
licu,gnilcu,1
licu,luzytańskiego,0
licu,leżajskim,0
licz,bicz,1
licz,dzicz,1
licz,liliowych,0
licz,lepkiemu,0
lido,Gwido,1
lido,ido,1
lido,lustrzył,0
lido,leoniński,0
lidu,idu,1
lidu,bilu,1
lidu,lżące,0
lidu,leukostomozie,0
lidy,dzidy,1
lidy,idy,1
lidy,lituusie,0
lidy,loda,0
lift,Swift,1
lift,bit,1
lift,lazuruj,0
lift,lawabo,0
liga,dźwiga,1
liga,figa,1
liga,likierowej,0
liga,lusterkarz,0
ligą,igłą,1
ligą,Ingą,1
ligą,libertowały,0
ligą,lekarzyną,0
ligę,igłę,1
ligę,klingę,1
ligę,lokalizowały,0
ligę,lako,0
ligi,figi,1
ligi,migi,1
ligi,liryzującej,0
ligi,lgnęłaś,0
ligo,Igo,1
ligo,bito,1
ligo,lututowską,0
ligo,laserujmy,0
liki,bziki,1
liki,dziki,1
liki,lucyferaz,0
liki,lwipazurach,0
liku,fiku,1
liku,miku,1
liku,listownego,0
liku,luteinizujcie,0
lila,bila,1
lila,chwila,1
lila,ludikowską,0
lila,larrikinach,0
lima,bima,1
lima,ima,1
lima,loggią,0
lima,lhaskiego,0
limą,zimą,1
limą,chwilą,1
limą,lamowałybyśmy,0
limą,lublańczyku,0
limb,nimb,1
limb,olimp,1
limb,lubiewskiego,0
limb,laufrowałoby,0
limę,zimę,1
limę,chwilę,1
limę,lawonisze,0
limę,lechickościami,0
limf,nimf,1
limf,klif,1
limf,lubień,0
limf,lajzerami,0
limo,mimo,1
limo,primo,1
limo,lulkowymi,0
limo,ludwisarnio,0
limu,bilu,1
limu,bitu,1
limu,libertynizmu,0
limu,lagrowcze,0
limy,czcimy,1
limy,śpimy,1
limy,lokalikami,0
limy,lakonizmu,0
lina,china,1
lina,drwina,1
lina,logowałabym,0
lina,lekceważące,0
liną,giną,1
liną,miną,1
liną,luźnokępowych,0
liną,luźno,0
linę,ginę,1
linę,glinę,1
linę,liczydle,0
linę,lilię,0
ling,link,1
ling,ding,1
ling,lokomocyjną,0
ling,laserofonem,0
link,ding,1
link,drink,1
link,lokarnenka,0
link,lokatowi,0
lino,ino,1
lino,kino,1
lino,lirnikowi,0
lino,luzaccy,0
liny,bliny,1
liny,chiny,1
liny,lemaństwa,0
liny,leśni,0
lipa,bicia,1
lipa,bida,1
lipa,lipidowego,0
lipa,leczyłbyś,0
lipą,chwilą,1
lipą,cichą,1
lipą,luzińskiego,0
lipą,latynisto,0
lipę,chwilę,1
lipę,ciszę,1
lipę,logogryfach,0
lipę,lizenowego,0
lipo,bito,1
lipo,chwilo,1
lipo,ligocki,0
lipo,liberalizują,0
lipy,bity,1
lipy,ciszy,1
lipy,leżała,0
lipy,linią,0
lira,ira,1
lira,Kira,1
lira,ludomańska,0
lira,lubawczaninie,0
lirą,Kirą,1
lirą,iskrą,1
lirą,lombardom,0
lirą,ludycznymi,0
lirę,Kirę,1
lirę,mirę,1
lirę,liberalizowałeś,0
lirę,lipolityczny,0
liro,Kiro,1
liro,iskro,1
liro,lotnościom,0
liro,lamelo,0
liry,kiry,1
liry,miry,1
liry,lektorski,0
liry,lubinianach,0
lisa,Chrisa,1
lisa,zwisa,1
lisa,lanitali,0
lisa,liparytowi,0
lisi,cisi,1
lisi,misji,1
lisi,legendotwórstwu,0
lisi,lichenologiach,0
lisp,izb,1
lisp,chip,1
lisp,lemiesza,0
lisp,leszowanym,0
list,glist,1
list,świst,1
list,laparoskopia,0
list,langskipem,0
lisy,cisy,1
lisy,misy,1
lisy,liniałowi,0
lisy,locativów,0
liść,iść,1
liść,kiść,1
liść,lancasterskiej,0
liść,lesbie,0
lita,bita,1
lita,kita,1
lita,lituusem,0
lita,leżankami,0
litą,wbitą,1
litą,glistą,1
litą,linneity,0
litą,lumpiarskich,0
lite,bite,1
lite,wbite,1
lite,letryzmami,0
lite,lżyjcież,0
litr,Dymitr,1
litr,ćwir,1
litr,litewskości,0
litr,licytacyjnemu,0
litu,bitu,1
litu,kitu,1
litu,lubieńskiego,0
litu,lamentacjami,0
lity,bity,1
lity,city,1
lity,leukotomią,0
lity,lituanizowały,0
liwa,chciwa,1
liwa,dziwa,1
liwa,lucyferem,0
liwa,latakijski,0
liwą,mściwą,1
liwą,Sziwą,1
liwą,lombardzistom,0
liwą,lektykami,0
liwę,bitwę,1
liwę,listwę,1
liwę,lożami,0
liwę,logiko,0
liwo,dziwo,1
liwo,iwo,1
liwo,lasy,0
liwo,liszkę,0
liwr,ćwir,1
liwr,lir,1
liwr,loranu,0
liwr,lacertydami,0
liwy,chciwy,1
liwy,ckliwy,1
liwy,lodóweczko,0
liwy,lęgnio,0
liza,Iza,1
liza,pizza,1
liza,lalemancyj,0
liza,lapidarność,0
lizą,Izą,1
lizą,pizzą,1
lizą,laserowy,0
lizą,lunaparkiem,0
lizę,pizzę,1
lizę,chwilę,1
lizę,lupanarach,0
lizę,librecista,0
lizo,bito,1
lizo,chwilo,1
lizo,linociągowej,0
lizo,listerę,0
lizy,Izy,1
lizy,schizy,1
lizy,lemingami,0
lizy,legendowych,0
liżą,wichrzą,1
liżą,chwilą,1
liżą,liofilizowali,0
liżą,lipszczance,0
liże,kirze,1
liże,lirze,1
liże,lutowa,0
liże,laserującemu,0
liżę,wichrzę,1
liżę,chwilę,1
liżę,likowanemu,0
liżę,letniczek,0
lnem,bzem,1
lnem,dnem,1
lnem,leszczynowatemu,0
lnem,labourzystowscy,0
lnic,lic,1
lnic,nic,1
lnic,lelowianinie,0
lnic,litotomiczną,0
lnie,brnie,1
lnie,chce,1
lnie,liniowaliśmy,0
lnie,leserstwo,0
lnom,bom,1
lnom,chrom,1
lnom,lwówczanin,0
lnom,lapisowałbym,0
lnów,bzów,1
lnów,chów,1
lnów,lubeczan,0
lnów,leukemiach,0
loba,doba,1
loba,dzioba,1
loba,ludźmierskiemu,0
loba,lipiogórskiego,0
lobo,bobo,1
lobo,dobo,1
lobo,labiowelarnym,0
lobo,logorei,0
lobu,bobu,1
lobu,dziobu,1
lobu,lochały,0
lobu,leśniowicką,0
loby,boby,1
loby,coby,1
loby,liderujmy,0
loby,lesznowolskimi,0
loca,koca,1
loca,dworca,1
loca,lagom,0
loca,lizosomem,0
loch,groch,1
loch,och,1
loch,listowaniu,0
loch,lojalniejszymi,0
loco,Coco,1
loco,poco,1
loco,liberyjczyków,0
loco,luminescencjami,0
loda,broda,1
loda,doda,1
loda,limfocytozo,0
loda,ludnością,0
lodu,chodu,1
lodu,grodu,1
lodu,lodowcową,0
lodu,lepikiem,0
lody,body,1
lody,brody,1
lody,letnisko,0
lody,ligulą,0
lodź,chodź,1
lodź,schodź,1
lodź,lacedemońskie,0
lodź,libracją,0
loft,gniot,1
loft,got,1
loft,lessami,0
loft,lustratorką,0
loga,bloga,1
loga,boga,1
loga,litometeorom,0
loga,lokalikiem,0
logi,blogi,1
logi,bogi,1
logi,lubaczowianom,0
logi,ladę,0
logo,drogo,1
logo,kogo,1
logo,lizingujący,0
logo,lustrzycie,0
logu,blogu,1
logu,bogu,1
logu,lodowatością,0
logu,lanckoronianina,0
loka,cmoka,1
loka,foka,1
loka,lipoidzie,0
loka,leśniczankom,0
loki,bloki,1
loki,boki,1
loki,libiążanką,0
loki,losującymi,0
loko,foko,1
loko,oko,1
loko,lupulonami,0
loko,lokalizowałam,0
loku,bloku,1
loku,boku,1
loku,lotnemu,0
loku,logarytmowani,0
lola,cola,1
lola,dola,1
lola,lejnię,0
lola,leniuszkami,0
lolą,bolą,1
lolą,rolą,1
lolą,lotce,0
lolą,lewantyńska,0
lole,cole,1
lole,czole,1
lole,literowce,0
lole,liceach,0
lolę,dolę,1
lolę,golę,1
lolę,lukowego,0
lolę,lamna,0
loli,boli,1
loli,coli,1
loli,leutnantami,0
loli,lawinę,0
lolo,dolo,1
lolo,kolo,1
lolo,lipiogórskie,0
lolo,lineałami,0
long,gong,1
long,song,1
long,lateńskimi,0
long,langusto,0
lont,blond,1
lont,bond,1
lont,lśniłbym,0
lont,luzacku,0
lonż,bon,1
lonż,bron,1
lonż,lataniu,0
lonż,literowani,0
loop,okop,1
loop,pochop,1
loop,leksykologiom,0
loop,laparotomii,0
lora,bora,1
lora,chora,1
lora,lejdejska,0
lora,lipiogórskiego,0
lorą,chorą,1
lorą,florą,1
lorą,literowały,0
lorą,licowały,0
lord,czort,1
lord,fort,1
lord,lokomotywownią,0
lord,ludyczni,0
