base_word,rhyme_candidate,score
job,cop,1
job,jęzorkach,0
job,jasielskich,0
jod,j,1
jod,gniot,1
jod,juczy,0
jod,jędrniałaś,0
jog,blog,1
jog,blok,1
jog,jasnowidzenie,0
jog,jazgotałybyśmy,0
joj,boj,1
joj,oj,1
joj,judaizowały,0
joj,jęzatką,0
jol,dol,1
jol,gol,1
jol,jagodzicami,0
jol,jabłonkowaliśmy,0
jon,bon,1
jon,bron,1
jon,jajkowate,0
jon,jedliczkach,0
jor,bor,1
jor,for,1
jor,jodynowanymi,0
jor,juczyliście,0
jot,j,1
jot,jod,1
jot,juhasowałyście,0
jot,jednokształtni,0
jug,bóg,1
jug,bruk,1
jug,jeżujże,0
jug,jednoaspektowej,0
juk,bóg,1
juk,bruk,1
juk,jałowcowemu,0
juk,jazzujesz,0
jum,bum,1
jum,Chnum,1
jum,jakżebyśmy,0
jum,jonosferycznym,0
jun,Brun,1
jun,ćpun,1
jun,jabłecznikom,0
jun,jutrzęczynowi,0
jur,biur,1
jur,bór,1
jur,jeleśniańskim,0
jur,jednocalowe,0
jus,bluz,1
jus,brzóz,1
jus,jednosieczne,0
jus,jednozwojowe,0
jut,bród,1
jut,brud,1
jut,jubilacyjnej,0
jut,judaizujcież,0
juz,bluz,1
juz,brzóz,1
juz,jaćwieskiemu,0
juz,jabcokowi,0
już,burz,1
już,cóż,1
już,jarach,0
już,jedwabnictwa,0
jabc,ac,1
jabc,fac,1
jabc,janczarek,0
jabc,jodlowani,0
jace,face,1
jace,grace,1
jace,jednogodzinna,0
jace,jawnopączkowemu,0
jack,Nickelback,1
jack,playback,1
jack,jakobinów,0
jack,juhasowało,0
jacy,cacy,1
jacy,pracy,1
jacy,jowializmowi,0
jacy,jordanitem,0
jada,biada,1
jada,śniada,1
jada,junnańską,0
jada,jezierskie,0
jadą,śniadą,1
jadą,zjadą,1
jadą,jeepom,0
jadą,juczyłoby,0
jadę,wjadę,1
jadę,ladę,1
jadę,jedynowładną,0
jadę,jasnobłękitnemu,0
jadł,zjadł,1
jadł,kradł,1
jadł,jednoklasówek,0
jadł,jagniącym,0
jadu,czadu,1
jadu,gadu,1
jadu,jarłyki,0
jadu,jarosławieckie,0
jady,driady,1
jady,śniady,1
jady,jałowcowej,0
jady,jednoaspektowe,0
jadź,snadź,1
jadź,wsadź,1
jadź,justowaniami,0
jadź,jelonkowym,0
jaga,aga,1
jaga,blaga,1
jaga,jegierowscy,0
jaga,jesiennie,0
jagą,blagą,1
jagą,nagłą,1
jagą,jagami,0
jagą,juniorków,0
jagę,flagę,1
jagę,Pragę,1
jagę,jogizmy,0
jagę,jadźmy,0
jagi,blagi,1
jagi,dragi,1
jagi,jednoręcznością,0
jagi,jojkaliście,0
jago,nago,1
jago,mango,1
jago,jabłczanowy,0
jago,jordańskiemu,0
jaja,aja,1
jaja,faja,1
jaja,jedwabiku,0
jaja,japonologią,0
jaje,daje,1
jaje,kraje,1
jaje,języczkowate,0
jaje,jagodnikiem,0
jajo,zgrajo,1
jajo,addio,1
jajo,jednopłetwowi,0
jajo,jednakiego,0
jaju,baju,1
jaju,gaju,1
jaju,jęczysz,0
jaju,jednożerność,0
jaka,haka,1
jaka,ptaka,1
jaka,jednomiarowej,0
jaka,janosikom,0
jaką,taką,1
jaką,babką,1
jaką,jaskrawiły,0
jaką,jawnopłciowi,0
jakę,pakę,1
jakę,takę,1
jakę,jedliniaku,0
jakę,jodzie,0
jaki,draki,1
jaki,flaki,1
jaki,judykacyjne,0
jaki,jugosłowianisty,0
jako,czako,1
jako,tako,1
jako,jarczowscy,0
jako,jaskrawiałbym,0
jaku,pniaku,1
jaku,baku,1
jaku,jodanom,0
jaku,jointami,0
jale,miale,1
jale,ale,1
jale,juliańskiej,0
jale,jarowizowanym,0
jama,brama,1
jama,chama,1
jama,jasnoczerwoną,0
jama,jazgarzowa,0
jamą,bramą,1
jamą,damą,1
jamą,jenajkami,0
jamą,jagło,0
jamb,lamp,1
jamb,ramp,1
jamb,jebnięta,0
jamb,jeńcowi,0
jamę,bramę,1
jamę,damę,1
jamę,janowickich,0
jamę,jednomianowymi,0
jamo,damo,1
jamo,mamo,1
jamo,jedlnieńska,0
jamo,jojczeliście,0
jams,wams,1
jams,Williams,1
jams,jasnoszarawe,0
jams,jednozadaniową,0
jamu,kramu,1
jamu,szlamu,1
jamu,jęciom,0
jamu,jery,0
jamy,Amy,1
jamy,bramy,1
jamy,jabłczanowym,0
jamy,jawiącej,0
jang,bank,1
jang,blank,1
jang,jarmułkę,0
jang,jałmużnicy,0
japa,capa,1
japa,czapa,1
japa,jeziorańska,0
japa,jęknęłabyś,0
japą,kapą,1
japą,klapą,1
japą,jarzyliśmy,0
japą,juwenalną,0
japę,czapę,1
japę,gapę,1
japę,jednocukrach,0
japę,jurorowaniem,0
japo,gapo,1
japo,campo,1
japo,jumpingowi,0
japo,jednonarodowych,0
japs,sznaps,1
japs,as,1
japs,jednopoziomowy,0
japs,jarlem,0
japy,chrapy,1
japy,czapy,1
japy,jarzył,0
japy,juczyłabyś,0
jara,ćwiara,1
jara,miara,1
jara,jezierzowata,0
jara,jasieński,0
jarą,miarą,1
jarą,wiarą,1
jarą,jaśniałyśmy,0
jarą,jednakowościami,0
jard,bard,1
jard,czart,1
jard,jednakowościach,0
jard,jagielnikom,0
jare,kare,1
jare,mare,1
jare,jednodzietnemu,0
jare,jazowej,0
jarl,Carl,1
jarl,Karl,1
jarl,juwenalnym,0
jarl,jednostronni,0
jaru,baru,1
jaru,czaru,1
jaru,jałoszek,0
jaru,jiujitsu,0
jary,miary,1
jary,tiary,1
jary,jednożaglową,0
jary,jonieckiej,0
jarz,karz,1
jarz,każ,1
jarz,jemieleńską,0
jarz,jachtingowemu,0
jass,mass,1
jass,pass,1
jass,jednodniowa,0
jass,jednakowiuśkiej,0
jata,fiata,1
jata,świata,1
jata,jednooczach,0
jata,japonistykom,0
jatą,chatą,1
jatą,datą,1
jatą,jasnowłosym,0
jatą,jednostopowi,0
jatę,chatę,1
jatę,datę,1
jatę,jasnookimi,0
jatę,jazzbandu,0
jato,kato,1
jato,lato,1
jato,jakościowych,0
jato,jednowersowego,0
jaty,kwiaty,1
jaty,światy,1
jaty,jansenisto,0
jaty,jajorodnościach,0
jawa,zjawa,1
jawa,brawa,1
jawa,jedermanie,0
jawa,jednoustrojową,0
jawą,kawą,1
jawą,krwawą,1
jawą,jasnoskórą,0
jawą,jednodniówkę,0
jawę,kawę,1
jawę,nawę,1
jawę,jednoszynowego,0
jawę,jubilatek,0
jawi,bawi,1
jawi,klawi,1
jawi,joystikowi,0
jawi,jasnowidztwach,0
jawo,brawo,1
jawo,klawo,1
jawo,judaizowałabym,0
jawo,joginami,0
jawu,prawu,1
jawu,stawu,1
jawu,jungu,0
jawu,jukońską,0
jawy,zjawy,1
jawy,kawy,1
jawy,jałtanki,0
jawy,jednoklasowi,0
jazd,gniazd,1
jazd,gwiazd,1
jazd,jaćwieska,0
jazd,jednolatkowi,0
jazi,Azji,1
jazi,kazi,1
jazi,jąkałbym,0
jazi,jednooczach,0
jazu,gazu,1
jazu,razu,1
jazu,jeńcy,0
jazu,jednorakiej,0
jazy,bazy,1
jazy,fazy,1
jazy,jurorskiemu,0
jazy,jąłeś,0
jazz,as,1
jazz,bas,1
jazz,jabłuszkiem,0
jazz,jawnokwiatowej,0
jaźń,bojaźń,1
jaźń,przyjaźń,1
jaźń,jadalniowego,0
jaźń,justierzy,0
jąka,bąka,1
jąka,błąka,1
jąka,jedlibyśmy,0
jąka,jednałoby,0
jedz,jesz,1
jedz,bresz,1
jedz,jęknęłybyście,0
jedz,jaśniałybyście,0
jedź,miedź,1
jedź,siedź,1
jedź,jelitodyszca,0
jedź,jechało,0
jeep,keep,1
jeep,czerep,1
jeep,jęzorkom,0
jeep,jagódkami,0
jego,Diego,1
jego,kiego,1
jego,janisławicka,0
jego,jarzcie,0
jemu,niemu,1
jemu,czemu,1
jemu,jednolampowi,0
jemu,jednooczność,0
jemy,brniemy,1
jemy,mkniemy,1
jemy,jarociniance,0
jemy,jajeczkującego,0
jena,hiena,1
jena,cena,1
jena,judofobów,0
jena,jachtklubowi,0
jeną,sceną,1
jeną,biegną,1
jeną,języczkowych,0
jeną,jaśliskiemu,0
jenę,hienę,1
jenę,cenę,1
jenę,jaźwcom,0
jenę,jedermannowi,0
jeno,cetno,1
jeno,ciemno,1
jeno,jeżowatego,0
jeno,jednoetapowy,0
jeny,hieny,1
jeny,ceny,1
jeny,jonizuję,0
jeny,jęciem,0
jeon,kielon,1
jeon,pieron,1
jeon,jaworzyno,0
jeon,jurydyki,0
jera,Wiera,1
jera,wspiera,1
jera,jebnę,0
jera,jonosferyczny,0
jeru,Peru,1
jeru,skweru,1
jeru,jednolicącej,0
jeru,jeżyckimi,0
jery,kiery,1
jery,cery,1
jery,jednośladowcem,0
jery,jasnorudymi,0
jest,chrzest,1
jest,est,1
jest,jassów,0
jest,jednoczesnej,0
jesz,jedz,1
jesz,bresz,1
jesz,juwenilny,0
jesz,jednoetatowemu,0
jeść,Brześć,1
jeść,cześć,1
jeść,jaszczuroptaki,0
jeść,jehowicka,0
jeti,piegi,1
jeti,śmieci,1
jeti,jareńskiemu,0
jeti,jednoszczeblowy,0
jetu,grzbietu,1
jetu,fletu,1
jetu,jednaliby,0
jetu,jadanym,0
jety,diety,1
jety,grzbiety,1
jety,jasionóweckiemu,0
jety,joystickowi,0
jeża,pierza,1
jeża,świeża,1
jeża,jednopasmowym,0
jeża,jeżak,0
jeżą,mierzą,1
jeżą,świeżą,1
jeżą,jakościowałoby,0
jeżą,jednostopowym,0
jeże,bierze,1
jeże,mierze,1
jeże,jaskółczymi,0
jeże,jednoczący,0
jeżę,mierzę,1
jeżę,pierzę,1
jeżę,jarałam,0
jeżę,jedwabian,0
jeżu,pierzu,1
jeżu,perzu,1
jeżu,jagodzicach,0
jeżu,jeleniogórzany,0
jeży,Jerzy,1
jeży,mierzy,1
jeży,jęknięciu,0
jeży,juwenaliowymjabloneckiego,0
jęci,tknięci,1
jęci,chęci,1
jęci,jugrowi,0
jęci,jętkowego,0
jęcz,dręcz,1
jęcz,męcz,1
jęcz,jednakowiutkiej,0
jęcz,jenajką,0
jędz,zwiększ,1
jędz,bęc,1
jędz,jerozolimka,0
jędz,jeździliśmy,0
jęki,dźwięki,1
jęki,dzięki,1
jęki,jedlinki,0
jęki,jednorożcom,0
jęku,dźwięku,1
jęku,pięciu,1
jęku,języczkowe,0
jęku,juczące,0
jęli,wspięli,1
jęli,zdjęli,1
jęli,jątrzyło,0
jęli,jednodniówek,0
jęła,pięła,1
jęła,wgięła,1
jęła,jędzowaty,0
jęła,jebliwym,0
jęło,zdjęło,1
jęło,więzło,1
jęło,jarzyłeś,0
jęło,jeżowaniem,0
jęły,gięły,1
jęły,pięły,1
jęły,jednoszynowemu,0
jęły,jednakżebyś,0
jęta,pchnięta,1
jęta,spięta,1
jęta,jałownika,0
jęta,jaguarów,0
jętą,piętą,1
jętą,spiętą,1
jętą,jachtklubu,0
jętą,jasnocie,0
jęte,pchnięte,1
jęte,rznięte,1
jęte,jednoliciliście,0
jęte,jonikach,0
jętę,miętę,1
jętę,jędzę,1
jętę,jespanowie,0
jętę,jajnikowy,0
jęto,święto,1
jęto,zdjęto,1
jęto,jedzeniowym,0
jęto,jogurcikami,0
jęty,mięty,1
jęty,pięty,1
jęty,janowickie,0
jęty,jotowi,0
jiao,hao,1
jiao,Mao,1
jiao,jawniejszych,0
jiao,jakżebyśmy,0
jiga,dźwiga,1
jiga,figa,1
jiga,jodynowaniu,0
jiga,jezierzowatego,0
jigi,figi,1
jigi,ligi,1
jigi,jenajkach,0
jigi,jubileuszuje,0
jigu,bilu,1
jigu,bitu,1
jigu,jucznościach,0
jigu,jajorodna,0
jive,chciwe,1
jive,ckliwe,1
jive,jasieńcom,0
jive,jubilacyjny,0
jodu,miodu,1
jodu,chodu,1
jodu,jodłowska,0
jodu,justerowałyście,0
jody,diody,1
jody,miody,1
jody,jodłowane,0
jody,jarzmie,0
joga,bloga,1
joga,boga,1
joga,jasionówecką,0
joga,jezydzi,0
jogą,drogą,1
jogą,mogą,1
jogą,juhaskiemu,0
jogą,jakkolwiek,0
jogę,drogę,1
jogę,mogę,1
jogę,jeżyniakiem,0
jogę,jarocinianina,0
jogi,blogi,1
jogi,bogi,1
jogi,jareńską,0
jogi,jęknęłabym,0
jogo,drogo,1
jogo,kogo,1
jogo,jeżówką,0
jogo,jednostajną,0
jogu,blogu,1
jogu,bogu,1
jogu,jajowodów,0
jogu,jastrunu,0
joja,boja,1
joja,goja,1
joja,jowialności,0
joja,jednobarwną,0
jojo,swojo,1
jojo,Rosjo,1
jojo,jedzące,0
jojo,jawnokwiatowego,0
joju,boju,1
joju,gnoju,1
joju,jodujcie,0
joju,jeżującego,0
jola,fiola,1
jola,viola,1
jola,jowialnym,0
jola,jakimiś,0
jolą,bolą,1
jolą,rolą,1
jolą,jesiennieliśmy,0
jolą,jojkałaby,0
jole,cole,1
jole,czole,1
jole,jednobocznie,0
jole,jasnoszarawa,0
jolę,dolę,1
jolę,golę,1
jolę,jodynowanie,0
jolę,jezdnię,0
joli,boli,1
joli,coli,1
joli,jonosond,0
joli,jeliciarstwem,0
jolo,dolo,1
jolo,kolo,1
jolo,jałowość,0
jolo,jakobińscy,0
jolu,holu,1
jolu,polu,1
jolu,jednoczącymi,0
jolu,jarzyniarski,0
joni,broni,1
joni,chroni,1
joni,jednoznaczną,0
joni,jednoczeniami,0
jonu,pionu,1
jonu,Donu,1
jonu,jolkami,0
jonu,jubileuszowaną,0
jony,bony,1
jony,brony,1
jony,jarowałbyś,0
jony,jurystyczne,0
joru,zbioru,1
joru,boru,1
joru,jadzące,0
joru,jedynkowa,0
jory,zbiory,1
jory,bory,1
jory,jodłowate,0
jory,jednorodzinna,0
jota,miota,1
jota,ciota,1
jota,jednolicącym,0
jota,jedynowładna,0
jotą,cnotą,1
jotą,grotą,1
jotą,jojczałybyście,0
jotą,jałowiznach,0
jotę,miotłę,1
jotę,cnotę,1
jotę,jednostopniowym,0
jotę,jackach,0
joto,foto,1
joto,koto,1
joto,joystickach,0
joto,jajowodowym,0
joty,mioty,1
joty,boty,1
joty,jukatańsku,0
joty,jesionolistnemu,0
juan,Dziuban,1
juan,Susan,1
juan,jabłonkę,0
juan,jablonecką,0
juce,Bruce,1
juce,luce,1
juce,jednolitością,0
juce,junacku,0
juch,brzuch,1
juch,buch,1
juch,juhasiłbyś,0
juch,jabłecznego,0
jucz,klucz,1
jucz,mrucz,1
jucz,jutlandzkiemu,0
jucz,juczyłabym,0
judo,biuro,1
judo,pióro,1
judo,jonosferach,0
judo,języczkowa,0
judź,budź,1
judź,wódź,1
judź,jeżyniskami,0
judź,jasielską,0
juga,druga,1
juga,fuga,1
juga,jednosylabowego,0
juga,jegierowskie,0
jugą,drugą,1
jugą,smugą,1
jugą,jałowiejącej,0
jugą,jeleniogórskiej,0
jugę,smugę,1
jugę,strugę,1
jugę,jechaliśmy,0
jugę,judockiej,0
jugi,drugi,1
jugi,fugi,1
jugi,jarowizacyjnego,0
jugi,jasnowidza,0
jugo,Hugo,1
jugo,biuro,1
jugo,jednorodnym,0
jugo,juszkach,0
juka,kuka,1
juka,luka,1
juka,jespanach,0
juka,jaglany,0
juką,smukłą,1
juką,suką,1
juką,jaśniałaś,0
juką,jeleninom,0
jukę,kukłę,1
jukę,sukę,1
jukę,jugosłowianiści,0
jukę,judaszowy,0
juki,bruki,1
juki,druki,1
juki,jedynką,0
juki,jazgoczże,0
jukk,bóg,1
jukk,bruk,1
jukk,jednokopytnym,0
jukk,jegomościem,0
juko,suko,1
juko,biurko,1
juko,jubki,0
juko,jęzatka,0
juku,bruku,1
juku,druku,1
juku,jerzyk,0
juku,jagodzicami,0
juma,cuma,1
juma,duma,1
juma,jerseyowego,0
juma,jednoaktówce,0
jumą,dumą,1
jumą,gumą,1
jumą,jednosilnikowy,0
jumą,jeżowatego,0
jumę,dumę,1
jumę,gumę,1
jumę,jakobickiej,0
jumę,jugosłowianisty,0
jumo,kumo,1
jumo,biuro,1
jumo,jazzową,0
jumo,jurgieltniki,0
jumy,dumy,1
jumy,dżumy,1
jumy,jeleninami,0
jumy,justowałyby,0
juna,kuna,1
juna,luna,1
juna,jazgrzo,0
juna,jęczmionkom,0
jung,kung,1
jung,tung,1
jung,jobowego,0
jung,jadłospisowego,0
junt,bunt,1
junt,funt,1
junt,jarzylibyśmy,0
junt,jazdami,0
juny,Cluny,1
juny,kuny,1
juny,jogami,0
juny,jeżyłyśmy,0
jura,biura,1
jura,pióra,1
jura,jasionowego,0
jura,jodłowałyśmy,0
jurą,burą,1
jurą,chmurą,1
jurą,jednorejowe,0
jurą,jazgoczącą,0
jurę,burę,1
jurę,bzdurę,1
jurę,jednostadialny,0
jurę,jeździeckim,0
juro,biuro,1
juro,pióro,1
juro,jednoocznych,0
juro,jumpsztagów,0
jurt,burd,1
jurt,burt,1
jurt,jaskrawiznę,0
jurt,jednani,0
jury,wióry,1
jury,bury,1
jury,jaundejscy,0
jury,józefitką,0
jusa,kusa,1
jusa,Musa,1
jusa,jatrogeniczną,0
jusa,jadzicach,0
jusu,musu,1
jusu,kursu,1
jusu,jedenaścioro,0
jusu,jednojajowe,0
jusy,rusy,1
jusy,susy,1
jusy,jungowskie,0
jusy,jednogroszówki,0
juta,fiuta,1
juta,buta,1
juta,jednojądrzastej,0
juta,jugurtyńską,0
jutą,hutą,1
jutą,nutą,1
jutą,jednakowym,0
jutą,jarska,0
jutę,nutę,1
jutę,rutę,1
jutę,jarzeniom,0
jutę,jednostkom,0
juto,nuto,1
juto,pluto,1
juto,jaćwieski,0
juto,junkrom,0
jutr,biur,1
jutr,bór,1
jutr,jednospójnym,0
jutr,jonotronie,0
jutu,drutu,1
jutu,rzutu,1
jutu,jagniętom,0
jutu,jednopartyjne,0
juty,fiuty,1
juty,buty,1
juty,jambalaya,0
juty,jasnokawowych,0
juzu,gruzu,1
juzu,luzu,1
juzu,jajorodnej,0
juzu,jaskiniowych,0
juzy,bluzy,1
juzy,gruzy,1
juzy,jednoroczniaku,0
juzy,jastrzębiowaty,0
jabca,jajca,1
jabca,dawca,1
jabca,jufer,0
jabca,jesionczynami,0
jabco,Marco,1
jabco,zdrajco,1
jabco,janczarce,0
jabco,jambicznej,0
jabcu,garncu,1
jabcu,krańcu,1
jabcu,janikowską,0
jabcu,jednosoczewkowi,0
jabol,Karol,1
jabol,patrol,1
jabol,jonizowałem,0
jabol,jedwabnikom,0
jacht,Olbracht,1
jacht,bat,1
jacht,jasnolicej,0
jacht,jadowitszą,0
jacie,fiacie,1
jacie,blacie,1
jacie,jagliczych,0
jacie,jedniusieńki,0
jacka,gwiazdka,1
jacka,jajka,1
jacka,jaśniuteńko,0
jacka,jednokrotnie,0
jacki,gwiazdki,1
jacki,Janki,1
jacki,jazgoczące,0
jacki,jurorowaniach,0
jacku,jajku,1
jacku,Janku,1
jacku,jordanowianom,0
jacku,jebanymi,0
jacyś,abyś,1
jacyś,Maryś,1
jacyś,jednoatomowa,0
jacyś,jubileatyczni,0
jacyż,Paryż,1
jacyż,mammyż,1
jacyż,janowskim,0
jacyż,japońcom,0
jadać,biadać,1
jadać,zjadać,1
jadać,jałtankach,0
jadać,jednodniowymi,0
jadaj,zjadaj,1
jadaj,gadaj,1
jadaj,judaszowca,0
jadaj,jednomianowi,0
jadał,zjadał,1
jadał,badał,1
jadał,jodoforu,0
jadał,jatą,0
jadam,zjadam,1
jadam,jaram,1
jadam,julijskiego,0
jadam,janczarskiemu,0
jadań,śniadań,1
jadań,zadań,1
jadań,jednostrunowi,0
jadań,jednostadialnym,0
jadąc,bacząc,1
jadąc,chwaląc,1
jadąc,jodłowałbym,0
jadąc,jawiłybyście,0
jadeł,diabeł,1
jadeł,świateł,1
jadeł,jaworzniańskim,0
jadeł,jasnawy,0
jadem,diadem,1
jadem,czadem,1
jadem,jutrzniowa,0
jadem,jarzyniarstwach,0
jader,wiader,1
jader,nader,1
jader,jednopłetwowa,0
jader,jołopo,0
jadle,diable,1
jadle,czaple,1
jadle,juhaszeniem,0
jadle,jaruję,0
jadła,zjadła,1
jadła,bladła,1
jadła,jonizowałbym,0
jadła,jale,0
jadło,biało,1
jadło,brzmiało,1
jadło,jodowy,0
jadło,jednosiecznemu,0
jadłu,diabłu,1
jadłu,miału,1
jadłu,jednosylabowcom,0
jadłu,jeśpanowi,0
jadły,bladły,1
jadły,padły,1
jadły,jumpingi,0
jadły,jasnoczerwony,0
jadom,gadom,1
jadom,padom,1
jadom,juhasy,0
jadom,jachtem,0
jadów,dziadów,1
jadów,sadów,1
jadów,jednopalczasty,0
jadów,jednający,0
jadra,fiakra,1
jadra,jaskra,1
jadra,junkrowie,0
jadra,juryskonsultom,0
jadro,wiadro,1
jadro,gastro,1
jadro,janczary,0
jadro,jeżonemu,0
jadru,wiatru,1
jadru,baru,1
jadru,jałowiznom,0
jadru,jednospadowej,0
jadzą,dadzą,1
jadzą,radzą,1
jadzą,joli,0
jadzą,jednozwężkowej,0
jadze,fladze,1
jadze,Hadze,1
jadze,jedlińskiemu,0
jadze,jajonośne,0
jadzę,zdradzę,1
jadzę,gardzę,1
jadzę,jarosycie,0
jadzę,jajownikowej,0
jadzi,bladzi,1
jadzi,kadzi,1
jadzi,jątrzonemu,0
jadzi,jedenastką,0
jagle,diable,1
jagle,czaple,1
jagle,jodującym,0
jagle,jednolatce,0
jagła,nagła,1
jagła,smagła,1
jagła,jurgowianie,0
jagła,jednostkę,0
jagłą,blagą,1
jagłą,nagłą,1
jagłą,judaszowskiego,0
jagłą,jaguarach,0
jagłę,flagę,1
jagłę,Pragę,1
jagłę,jassowych,0
jagłę,jednopolowy,0
jagło,biało,1
jagło,brzmiało,1
jagło,jednoczęściowym,0
jagło,jednolampowych,0
jagły,nagły,1
jagły,smagły,1
jagły,jaskrawiałbym,0
jagły,jednowersowej,0
jagni,jaśni,1
jagni,baśni,1
jagni,jaglicy,0
jagni,jednogarbów,0
jagom,kwiatom,1
jagom,zmianom,1
jagom,jedynobóstwie,0
jagom,jazgrzy,0
jagód,aut,1
jagód,faut,1
jagód,jednobarwność,0
jagód,jasnobeżowych,0
jajca,dawca,1
jajca,franca,1
jajca,jarliczkami,0
jajca,jarmark,0
jajco,Marco,1
jajco,zdrajco,1
jajco,jasnogniadymi,0
jajco,jaskrawozieleni,0
jajcu,garncu,1
jajcu,krańcu,1
jajcu,józefińskiej,0
jajcu,jaświlska,0
jajec,kraniec,1
jajec,szaniec,1
jajec,jedlnieńskich,0
jajec,jeździjcie,0
jajek,bajek,1
jajek,fajek,1
jajek,jędzowato,0
jajek,jeliciarski,0
jajem,gajem,1
jajem,krajem,1
jajem,judaistykami,0
jajem,jaklom,0
jajka,gwiazdka,1
jajka,Janka,1
jajka,jełkiemu,0
jajka,jąkałbyś,0
jajko,gniazdko,1
jajko,gwiazdko,1
jajko,jagodniki,0
jajko,justujcież,0
jajku,Janku,1
jajku,kwiatku,1
jajku,jednoczy,0
jajku,jaskrawiejąc,0
jajom,krajom,1
jajom,paniom,1
jajom,jaworzyńskiemu,0
jajom,jonagoredy,0
jakaś,karaś,1
jakaś,jaś,1
jakaś,judziły,0
jakaś,jęłyby,0
jakaż,takaż,1
jakaż,bagaż,1
jakaż,jokery,0
jakaż,jasakiem,0
jakąś,jadąc,1
jakąś,zasiąść,1
jakąś,jęczenia,0
jakąś,jubilatkach,0
jakąż,takąż,1
jakąż,mąż,1
jakąż,jeźdźcach,0
jakąż,jelonkowatych,0
jakby,jamby,1
jakby,Abby,1
jakby,jogurcie,0
jakby,jednoliciłby,0
jakie,jamie,1
jakie,jawie,1
jakie,jednoocy,0
jakie,jamową,0
jakim,takim,1
jakim,babim,1
jakim,józefitką,0
jakim,jen,0
jakiś,dziś,1
jakiś,miś,1
jakiś,jadeitowej,0
jakiś,jaskrawszym,0
jakiż,samiż,1
jakiż,Kaźmirz,1
jakiż,jojkającą,0
jakiż,jasnozłota,0
jakla,diabla,1
jakla,jarla,1
jakla,jedermanna,0
jakla,jarzębolistnej,0
jaklą,kaszlą,1
jaklą,szablą,1
jaklą,jeleśniańscy,0
jaklą,justerującej,0
jakle,diable,1
jakle,czaple,1
jakle,jasieniankach,0
jakle,jeżowcem,0
jaklę,kapslę,1
jaklę,naglę,1
jaklę,jonizowałam,0
jaklę,jeżogłówkowatą,0
jakli,diabli,1
jakli,czapli,1
jakli,jednorzędówkę,0
jakli,jojobo,0
jaklo,diablo,1
jaklo,Carlo,1
jaklo,jedniusieńkiej,0
jaklo,judaizancie,0
jakom,krzakom,1
jakom,makom,1
jakom,jednospadowego,0
jakom,justowała,0
jakoś,nadtoś,1
jakoś,zaproś,1
jakoś,jodlowałbym,0
jakoś,jednorurką,0
jakoż,takoż,1
jakoż,wszakoż,1
jakoż,jednomasztowców,0
jakoż,jednokołowych,0
jaków,pniaków,1
jaków,kraków,1
jaków,jędzę,0
jaków,jezusowej,0
jakuz,wiarus,1
jakuz,krakus,1
jakuz,jelcom,0
jakuz,judaizowana,0
jakże,jaskrze,1
jakże,wiadrze,1
jakże,jawiłem,0
jakże,jasnoróżowego,0
jalap,kanap,1
jalap,zagap,1
jalap,jaśminowcami,0
